	Masticophis_lateralis	Coluber_constrictor	Drymarchon_corais	Phrynonax_poecilonotus	Leptophis_mexicanus	Drymobius_margaritiferus	Ptyas_mucosa	Arizona_elegans	Pantherophis_guttatus	Pantherophis_vulpinus	Pantherophis_alleghaniensis	Pantherophis_spiloides	Pantherophis_obsoletus	Pituophis_catenifer	Pseudelaphe_flavirufa	Elaphe_schrenckii	Oligodon_sublineatus	Oligodon_taeniolatus	Crotaphopeltis_hotamboeia	Telescopus_dhara	Boiga_trigonata	Boiga_beddomei	Boiga_ceylonensis	Boiga_barnesii	Dasypeltis_abyssina	Lycodon_aulicus	Lycodon_carinatus	Stegonotus_admiraltiensis	Hemorrhois_hippocrepis	Philothamnus_battersbyi	Dendrelaphis_bifrenalis	Dendrelaphis_tristis	Dendrelaphis_schokari	Dendrelaphis_caudolineolatus	Chrysopelea_ornata	Ahaetulla_pulverulenta	Ahaetulla_nasuta	Ahaetulla_prasina	Grayia_smithii	Sibynophis_collaris	Sibynophis_subpunctatus	Thamnophis_elegans	Thamnophis_saurita	Thamnophis_sirtalis	Nerodia_floridana	Natrix_natrix	Natrix_helvetica	Natrix_maura	Rhabdophis_nuchalis	Fowlea_piscator	Amphiesma_stolatum	Natriciteres_olivacea	Aspidura_guentheri	Erythrolamprus_reginae	Xenodon_rabdocephalus	Siphlophis_compressus	Tropidodipsas_fasciata	Tropidodipsas_sartorii	Ninia_sebae	Ninia_diademata	Coniophanes_schmidti	Coniophanes_imperialis	Leptodeira_frenata	Imantodes_gemmistratus	Imantodes_tenuissimus	Imantodes_cenchoa	Diadophis_punctatus	Thermophis_baileyi	Pseudoxenodon_macrops	Pseudoxenodon_stejnegeri	Hydrophis_ornatus	Hydrophis_major	Hydrophis_schistosus	Hydrophis_curtus	Hydrophis_elegans	Hydrophis_melanocephalus	Hydrophis_cyanocinctus	Aipysurus_laevis	Notechis_scutatus	Pseudonaja_textilis	Laticauda_colubrina	Laticauda_laticaudata	Bungarus_multicinctus	Bungarus_caeruleus	Bungarus_ceylonicus	Naja_melanoleuca	Naja_haje	Naja_naja	Naja_nigricollis	Aspidelaps_lubricus	Ophiophagus_hannah	Micrurus_fulvius	Micrurus_diastema	Psammophis_sibilans	Psammophis_punctulatus	Mimophis_mahfalensis	Malpolon_monspessulanus	Psammodynastes_pulverulentus	Aparallactus_lunulatus	Aparallactus_werneri	Atractaspis_microlepidota	Atractaspis_fallax	Boaedon_fuliginosus	Lamprophis_erlangeri	Pseudoxyrhopus_heterurus	Oxyrhabdium_leporinum	Cerberus_rynchops	Bothrops_atrox	Bothrops_asper	Bothrops_jararaca	Bothrops_alternatus	Bothrops_fonsecai	Bothrops_cotiara	Crotalus_simus	Crotalus_horridus	Crotalus_helleri	Crotalus_viridis	Crotalus_tigris	Crotalus_mitchellii	Crotalus_adamanteus	Crotalus_ruber	Crotalus_aquilus	Crotalus_enyo	Sistrurus_catenatus	Agkistrodon_piscivorus	Protobothrops_mucrosquamatus	Protobothrops_flavoviridis	Trimeresurus_albolabris	Trimeresurus_trigonocephalus	Hypnale_hypnale	Azemiops_feae	Vipera_ursinii	Vipera_berus	Vipera_latastei	Vipera_ammodytes	Daboia_russelii	Daboia_siamensis	Macrovipera_schweizeri	Cerastes_gasperettii	Bitis_arietans	Causus_rhombeatus	Pareas_carinatus	Acrochordus_granulatus	Corallus_caninus	Boa_constrictor	Candoia_aspera	Charina_bottae	Liasis_olivaceus	Simalia_tracyae	Simalia_boeleni	Morelia_carinata	Morelia_viridis	Python_bivittatus	Rhinophis_saffragamus	Anilius_scytale	Anilios_bituberculatus
Aspidelaps_lubricus	66.5445999906	66.5445999906	66.5445999928	66.5445999928	66.5445999911	66.5445999911	66.5445999934	66.5445999915	66.5445999915	66.5445999915	66.5445999917	66.5445999917	66.5445999917	66.5445999915	66.5445999911	66.5445999901	66.5445999895	66.5445999895	66.5445999951	66.5445999951	66.5445999911	66.5445999911	66.5445999911	66.5445999901	66.544599994	66.54459999	66.54459999	66.544599994	66.5445999933	66.5445999933	66.5445999875	66.5445999905	66.5445999905	66.5445999905	66.5445999875	66.5445999905	66.5445999905	66.5445999895	66.5445999905	66.5445999912	66.5445999912	66.5445999892	66.5445999896	66.5445999896	66.5445999902	66.5445999902	66.5445999902	66.5445999902	66.5445999866	66.5445999906	66.5445999906	66.5445999866	66.5445999886	66.5445999892	66.5445999892	66.5445999862	66.5445999899	66.5445999899	66.5445999906	66.5445999906	66.5445999916	66.5445999916	66.5445999952	66.5445999902	66.5445999902	66.5445999902	66.5445999942	66.5445999882	66.5445999862	66.5445999862	32.19379987649	32.19379987649	32.19379987679	32.1937998764	32.1937998764	32.193799877	32.193799877	32.193799877	32.193799877	32.1937998775	32.1937998775	32.1937998775	32.1937998765	32.1937998765	32.1937998765	23.1378788645	23.1378788635	23.1378788635	23.137878863	0	30.226103099	33.1212321002	33.1212321002	52.1128003357	52.1128003357	52.1128003317	52.1128003383	52.1128003393	52.1128003353	52.1128003353	52.1128003403	52.1128003403	52.1128003305	52.1128003305	52.1128003358	52.1128003388	71.6449999952	87.2756000545	87.2756000545	87.2756000545	87.2756000542	87.2756000542	87.2756000542	87.2756000527	87.2756000537	87.275600054	87.275600054	87.275600054	87.275600054	87.275600054	87.275600053	87.2756000531	87.2756000536	87.2756000535	87.2756000515	87.2756000542	87.2756000542	87.2756000532	87.2756000532	87.2756000492	87.2756000502	87.2756000542	87.2756000542	87.2756000542	87.2756000542	87.2756000562	87.2756000562	87.2756000542	87.2756000542	87.2756000512	87.2756000512	95.4102000562	139.5252000562	166.4444000365	166.4444000365	166.4444000335	166.4444000435	166.4444000515	166.4444000485	166.4444000485	166.4444000485	166.4444000485	166.4444000435	166.4444000245	177.8114000342	240.6208000442
Ophiophagus_hannah	66.5445999916	66.5445999916	66.5445999938	66.5445999938	66.5445999921	66.5445999921	66.5445999944	66.5445999925	66.5445999925	66.5445999925	66.5445999927	66.5445999927	66.5445999927	66.5445999925	66.5445999921	66.5445999911	66.5445999905	66.5445999905	66.5445999961	66.5445999961	66.5445999921	66.5445999921	66.5445999921	66.5445999911	66.544599995	66.544599991	66.544599991	66.544599995	66.5445999943	66.5445999943	66.5445999885	66.5445999915	66.5445999915	66.5445999915	66.5445999885	66.5445999915	66.5445999915	66.5445999905	66.5445999915	66.5445999922	66.5445999922	66.5445999902	66.5445999906	66.5445999906	66.5445999912	66.5445999912	66.5445999912	66.5445999912	66.5445999876	66.5445999916	66.5445999916	66.5445999876	66.5445999896	66.5445999902	66.5445999902	66.5445999872	66.5445999909	66.5445999909	66.5445999916	66.5445999916	66.5445999926	66.5445999926	66.5445999962	66.5445999912	66.5445999912	66.5445999912	66.5445999952	66.5445999892	66.5445999872	66.5445999872	32.19379987749	32.19379987749	32.19379987779	32.1937998774	32.1937998774	32.193799878	32.193799878	32.193799878	32.193799878	32.1937998785	32.1937998785	32.1937998785	32.1937998775	32.1937998775	32.1937998775	30.2261031035	30.2261031025	30.2261031025	30.226103102	30.226103099	0	33.1212321012	33.1212321012	52.1128003367	52.1128003367	52.1128003327	52.1128003393	52.1128003403	52.1128003363	52.1128003363	52.1128003413	52.1128003413	52.1128003315	52.1128003315	52.1128003368	52.1128003398	71.6449999962	87.2756000555	87.2756000555	87.2756000555	87.2756000552	87.2756000552	87.2756000552	87.2756000537	87.2756000547	87.275600055	87.275600055	87.275600055	87.275600055	87.275600055	87.275600054	87.2756000541	87.2756000546	87.2756000545	87.2756000525	87.2756000552	87.2756000552	87.2756000542	87.2756000542	87.2756000502	87.2756000512	87.2756000552	87.2756000552	87.2756000552	87.2756000552	87.2756000572	87.2756000572	87.2756000552	87.2756000552	87.2756000522	87.2756000522	95.4102000572	139.5252000572	166.4444000375	166.4444000375	166.4444000345	166.4444000445	166.4444000525	166.4444000495	166.4444000495	166.4444000495	166.4444000495	166.4444000445	166.4444000255	177.8114000352	240.6208000452
Micrurus_fulvius	66.5445999984	66.5445999984	66.5446000006	66.5446000006	66.5445999989	66.5445999989	66.5446000012	66.5445999993	66.5445999993	66.5445999993	66.5445999995	66.5445999995	66.5445999995	66.5445999993	66.5445999989	66.5445999979	66.5445999973	66.5445999973	66.5446000029	66.5446000029	66.5445999989	66.5445999989	66.5445999989	66.5445999979	66.5446000018	66.5445999978	66.5445999978	66.5446000018	66.5446000011	66.5446000011	66.5445999953	66.5445999983	66.5445999983	66.5445999983	66.5445999953	66.5445999983	66.5445999983	66.5445999973	66.5445999983	66.544599999	66.544599999	66.544599997	66.5445999974	66.5445999974	66.544599998	66.544599998	66.544599998	66.544599998	66.5445999944	66.5445999984	66.5445999984	66.5445999944	66.5445999964	66.544599997	66.544599997	66.544599994	66.5445999977	66.5445999977	66.5445999984	66.5445999984	66.5445999994	66.5445999994	66.544600003	66.544599998	66.544599998	66.544599998	66.544600002	66.544599996	66.544599994	66.544599994	33.12123210329	33.12123210329	33.12123210359	33.1212321032	33.1212321032	33.1212321038	33.1212321038	33.1212321038	33.1212321038	33.1212321043	33.1212321043	33.1212321043	33.1212321033	33.1212321033	33.1212321033	33.1212321047	33.1212321037	33.1212321037	33.1212321032	33.1212321002	33.1212321012	0	5.744053428	52.1128003435	52.1128003435	52.1128003395	52.1128003461	52.1128003471	52.1128003431	52.1128003431	52.1128003481	52.1128003481	52.1128003383	52.1128003383	52.1128003436	52.1128003466	71.645000003	87.2756000623	87.2756000623	87.2756000623	87.275600062	87.275600062	87.275600062	87.2756000605	87.2756000615	87.2756000618	87.2756000618	87.2756000618	87.2756000618	87.2756000618	87.2756000608	87.2756000609	87.2756000614	87.2756000613	87.2756000593	87.275600062	87.275600062	87.275600061	87.275600061	87.275600057	87.275600058	87.275600062	87.275600062	87.275600062	87.275600062	87.275600064	87.275600064	87.275600062	87.275600062	87.275600059	87.275600059	95.410200064	139.525200064	166.4444000443	166.4444000443	166.4444000413	166.4444000513	166.4444000593	166.4444000563	166.4444000563	166.4444000563	166.4444000563	166.4444000513	166.4444000323	177.811400042	240.620800052
Micrurus_diastema	66.5445999984	66.5445999984	66.5446000006	66.5446000006	66.5445999989	66.5445999989	66.5446000012	66.5445999993	66.5445999993	66.5445999993	66.5445999995	66.5445999995	66.5445999995	66.5445999993	66.5445999989	66.5445999979	66.5445999973	66.5445999973	66.5446000029	66.5446000029	66.5445999989	66.5445999989	66.5445999989	66.5445999979	66.5446000018	66.5445999978	66.5445999978	66.5446000018	66.5446000011	66.5446000011	66.5445999953	66.5445999983	66.5445999983	66.5445999983	66.5445999953	66.5445999983	66.5445999983	66.5445999973	66.5445999983	66.544599999	66.544599999	66.544599997	66.5445999974	66.5445999974	66.544599998	66.544599998	66.544599998	66.544599998	66.5445999944	66.5445999984	66.5445999984	66.5445999944	66.5445999964	66.544599997	66.544599997	66.544599994	66.5445999977	66.5445999977	66.5445999984	66.5445999984	66.5445999994	66.5445999994	66.544600003	66.544599998	66.544599998	66.544599998	66.544600002	66.544599996	66.544599994	66.544599994	33.12123210329	33.12123210329	33.12123210359	33.1212321032	33.1212321032	33.1212321038	33.1212321038	33.1212321038	33.1212321038	33.1212321043	33.1212321043	33.1212321043	33.1212321033	33.1212321033	33.1212321033	33.1212321047	33.1212321037	33.1212321037	33.1212321032	33.1212321002	33.1212321012	5.744053428	0	52.1128003435	52.1128003435	52.1128003395	52.1128003461	52.1128003471	52.1128003431	52.1128003431	52.1128003481	52.1128003481	52.1128003383	52.1128003383	52.1128003436	52.1128003466	71.645000003	87.2756000623	87.2756000623	87.2756000623	87.275600062	87.275600062	87.275600062	87.2756000605	87.2756000615	87.2756000618	87.2756000618	87.2756000618	87.2756000618	87.2756000618	87.2756000608	87.2756000609	87.2756000614	87.2756000613	87.2756000593	87.275600062	87.275600062	87.275600061	87.275600061	87.275600057	87.275600058	87.275600062	87.275600062	87.275600062	87.275600062	87.275600064	87.275600064	87.275600062	87.275600062	87.275600059	87.275600059	95.410200064	139.525200064	166.4444000443	166.4444000443	166.4444000413	166.4444000513	166.4444000593	166.4444000563	166.4444000563	166.4444000563	166.4444000563	166.4444000513	166.4444000323	177.811400042	240.620800052
Psammophis_sibilans	66.5445999939	66.5445999939	66.5445999961	66.5445999961	66.5445999944	66.5445999944	66.5445999967	66.5445999948	66.5445999948	66.5445999948	66.544599995	66.544599995	66.544599995	66.5445999948	66.5445999944	66.5445999934	66.5445999928	66.5445999928	66.5445999984	66.5445999984	66.5445999944	66.5445999944	66.5445999944	66.5445999934	66.5445999973	66.5445999933	66.5445999933	66.5445999973	66.5445999966	66.5445999966	66.5445999908	66.5445999938	66.5445999938	66.5445999938	66.5445999908	66.5445999938	66.5445999938	66.5445999928	66.5445999938	66.5445999945	66.5445999945	66.5445999925	66.5445999929	66.5445999929	66.5445999935	66.5445999935	66.5445999935	66.5445999935	66.5445999899	66.5445999939	66.5445999939	66.5445999899	66.5445999919	66.5445999925	66.5445999925	66.5445999895	66.5445999932	66.5445999932	66.5445999939	66.5445999939	66.5445999949	66.5445999949	66.5445999985	66.5445999935	66.5445999935	66.5445999935	66.5445999975	66.5445999915	66.5445999895	66.5445999895	52.11280033879	52.11280033879	52.11280033909	52.1128003387	52.1128003387	52.1128003393	52.1128003393	52.1128003393	52.1128003393	52.1128003398	52.1128003398	52.1128003398	52.1128003388	52.1128003388	52.1128003388	52.1128003402	52.1128003392	52.1128003392	52.1128003387	52.1128003357	52.1128003367	52.1128003435	52.1128003435	0	19.227461666	29.755416784	31.1487231374	43.3508271764	46.8293433804	46.8293433804	46.8293433854	46.8293433854	47.6061290472	47.6061290472	47.9906005999	50.3039506369	71.6449999985	87.2756000578	87.2756000578	87.2756000578	87.2756000575	87.2756000575	87.2756000575	87.275600056	87.275600057	87.2756000573	87.2756000573	87.2756000573	87.2756000573	87.2756000573	87.2756000563	87.2756000564	87.2756000569	87.2756000568	87.2756000548	87.2756000575	87.2756000575	87.2756000565	87.2756000565	87.2756000525	87.2756000535	87.2756000575	87.2756000575	87.2756000575	87.2756000575	87.2756000595	87.2756000595	87.2756000575	87.2756000575	87.2756000545	87.2756000545	95.4102000595	139.5252000595	166.4444000398	166.4444000398	166.4444000368	166.4444000468	166.4444000548	166.4444000518	166.4444000518	166.4444000518	166.4444000518	166.4444000468	166.4444000278	177.8114000375	240.6208000475
Psammophis_punctulatus	66.5445999939	66.5445999939	66.5445999961	66.5445999961	66.5445999944	66.5445999944	66.5445999967	66.5445999948	66.5445999948	66.5445999948	66.544599995	66.544599995	66.544599995	66.5445999948	66.5445999944	66.5445999934	66.5445999928	66.5445999928	66.5445999984	66.5445999984	66.5445999944	66.5445999944	66.5445999944	66.5445999934	66.5445999973	66.5445999933	66.5445999933	66.5445999973	66.5445999966	66.5445999966	66.5445999908	66.5445999938	66.5445999938	66.5445999938	66.5445999908	66.5445999938	66.5445999938	66.5445999928	66.5445999938	66.5445999945	66.5445999945	66.5445999925	66.5445999929	66.5445999929	66.5445999935	66.5445999935	66.5445999935	66.5445999935	66.5445999899	66.5445999939	66.5445999939	66.5445999899	66.5445999919	66.5445999925	66.5445999925	66.5445999895	66.5445999932	66.5445999932	66.5445999939	66.5445999939	66.5445999949	66.5445999949	66.5445999985	66.5445999935	66.5445999935	66.5445999935	66.5445999975	66.5445999915	66.5445999895	66.5445999895	52.11280033879	52.11280033879	52.11280033909	52.1128003387	52.1128003387	52.1128003393	52.1128003393	52.1128003393	52.1128003393	52.1128003398	52.1128003398	52.1128003398	52.1128003388	52.1128003388	52.1128003388	52.1128003402	52.1128003392	52.1128003392	52.1128003387	52.1128003357	52.1128003367	52.1128003435	52.1128003435	19.227461666	0	29.755416784	31.1487231374	43.3508271764	46.8293433804	46.8293433804	46.8293433854	46.8293433854	47.6061290472	47.6061290472	47.9906005999	50.3039506369	71.6449999985	87.2756000578	87.2756000578	87.2756000578	87.2756000575	87.2756000575	87.2756000575	87.275600056	87.275600057	87.2756000573	87.2756000573	87.2756000573	87.2756000573	87.2756000573	87.2756000563	87.2756000564	87.2756000569	87.2756000568	87.2756000548	87.2756000575	87.2756000575	87.2756000565	87.2756000565	87.2756000525	87.2756000535	87.2756000575	87.2756000575	87.2756000575	87.2756000575	87.2756000595	87.2756000595	87.2756000575	87.2756000575	87.2756000545	87.2756000545	95.4102000595	139.5252000595	166.4444000398	166.4444000398	166.4444000368	166.4444000468	166.4444000548	166.4444000518	166.4444000518	166.4444000518	166.4444000518	166.4444000468	166.4444000278	177.8114000375	240.6208000475
Mimophis_mahfalensis	66.5445999899	66.5445999899	66.5445999921	66.5445999921	66.5445999904	66.5445999904	66.5445999927	66.5445999908	66.5445999908	66.5445999908	66.544599991	66.544599991	66.544599991	66.5445999908	66.5445999904	66.5445999894	66.5445999888	66.5445999888	66.5445999944	66.5445999944	66.5445999904	66.5445999904	66.5445999904	66.5445999894	66.5445999933	66.5445999893	66.5445999893	66.5445999933	66.5445999926	66.5445999926	66.5445999868	66.5445999898	66.5445999898	66.5445999898	66.5445999868	66.5445999898	66.5445999898	66.5445999888	66.5445999898	66.5445999905	66.5445999905	66.5445999885	66.5445999889	66.5445999889	66.5445999895	66.5445999895	66.5445999895	66.5445999895	66.5445999859	66.5445999899	66.5445999899	66.5445999859	66.5445999879	66.5445999885	66.5445999885	66.5445999855	66.5445999892	66.5445999892	66.5445999899	66.5445999899	66.5445999909	66.5445999909	66.5445999945	66.5445999895	66.5445999895	66.5445999895	66.5445999935	66.5445999875	66.5445999855	66.5445999855	52.11280033479	52.11280033479	52.11280033509	52.1128003347	52.1128003347	52.1128003353	52.1128003353	52.1128003353	52.1128003353	52.1128003358	52.1128003358	52.1128003358	52.1128003348	52.1128003348	52.1128003348	52.1128003362	52.1128003352	52.1128003352	52.1128003347	52.1128003317	52.1128003327	52.1128003395	52.1128003395	29.755416784	29.755416784	0	31.1487231334	43.3508271724	46.8293433764	46.8293433764	46.8293433814	46.8293433814	47.6061290432	47.6061290432	47.9906005959	50.3039506329	71.6449999945	87.2756000538	87.2756000538	87.2756000538	87.2756000535	87.2756000535	87.2756000535	87.275600052	87.275600053	87.2756000533	87.2756000533	87.2756000533	87.2756000533	87.2756000533	87.2756000523	87.2756000524	87.2756000529	87.2756000528	87.2756000508	87.2756000535	87.2756000535	87.2756000525	87.2756000525	87.2756000485	87.2756000495	87.2756000535	87.2756000535	87.2756000535	87.2756000535	87.2756000555	87.2756000555	87.2756000535	87.2756000535	87.2756000505	87.2756000505	95.4102000555	139.5252000555	166.4444000358	166.4444000358	166.4444000328	166.4444000428	166.4444000508	166.4444000478	166.4444000478	166.4444000478	166.4444000478	166.4444000428	166.4444000238	177.8114000335	240.6208000435
Malpolon_monspessulanus	66.5445999965	66.5445999965	66.5445999987	66.5445999987	66.544599997	66.544599997	66.5445999993	66.5445999974	66.5445999974	66.5445999974	66.5445999976	66.5445999976	66.5445999976	66.5445999974	66.544599997	66.544599996	66.5445999954	66.5445999954	66.544600001	66.544600001	66.544599997	66.544599997	66.544599997	66.544599996	66.5445999999	66.5445999959	66.5445999959	66.5445999999	66.5445999992	66.5445999992	66.5445999934	66.5445999964	66.5445999964	66.5445999964	66.5445999934	66.5445999964	66.5445999964	66.5445999954	66.5445999964	66.5445999971	66.5445999971	66.5445999951	66.5445999955	66.5445999955	66.5445999961	66.5445999961	66.5445999961	66.5445999961	66.5445999925	66.5445999965	66.5445999965	66.5445999925	66.5445999945	66.5445999951	66.5445999951	66.5445999921	66.5445999958	66.5445999958	66.5445999965	66.5445999965	66.5445999975	66.5445999975	66.5446000011	66.5445999961	66.5445999961	66.5445999961	66.5446000001	66.5445999941	66.5445999921	66.5445999921	52.11280034139	52.11280034139	52.11280034169	52.1128003413	52.1128003413	52.1128003419	52.1128003419	52.1128003419	52.1128003419	52.1128003424	52.1128003424	52.1128003424	52.1128003414	52.1128003414	52.1128003414	52.1128003428	52.1128003418	52.1128003418	52.1128003413	52.1128003383	52.1128003393	52.1128003461	52.1128003461	31.1487231374	31.1487231374	31.1487231334	0	43.350827179	46.829343383	46.829343383	46.829343388	46.829343388	47.6061290498	47.6061290498	47.9906006025	50.3039506395	71.6450000011	87.2756000604	87.2756000604	87.2756000604	87.2756000601	87.2756000601	87.2756000601	87.2756000586	87.2756000596	87.2756000599	87.2756000599	87.2756000599	87.2756000599	87.2756000599	87.2756000589	87.275600059	87.2756000595	87.2756000594	87.2756000574	87.2756000601	87.2756000601	87.2756000591	87.2756000591	87.2756000551	87.2756000561	87.2756000601	87.2756000601	87.2756000601	87.2756000601	87.2756000621	87.2756000621	87.2756000601	87.2756000601	87.2756000571	87.2756000571	95.4102000621	139.5252000621	166.4444000424	166.4444000424	166.4444000394	166.4444000494	166.4444000574	166.4444000544	166.4444000544	166.4444000544	166.4444000544	166.4444000494	166.4444000304	177.8114000401	240.6208000501
Psammodynastes_pulverulentus	66.5445999975	66.5445999975	66.5445999997	66.5445999997	66.544599998	66.544599998	66.5446000003	66.5445999984	66.5445999984	66.5445999984	66.5445999986	66.5445999986	66.5445999986	66.5445999984	66.544599998	66.544599997	66.5445999964	66.5445999964	66.544600002	66.544600002	66.544599998	66.544599998	66.544599998	66.544599997	66.5446000009	66.5445999969	66.5445999969	66.5446000009	66.5446000002	66.5446000002	66.5445999944	66.5445999974	66.5445999974	66.5445999974	66.5445999944	66.5445999974	66.5445999974	66.5445999964	66.5445999974	66.5445999981	66.5445999981	66.5445999961	66.5445999965	66.5445999965	66.5445999971	66.5445999971	66.5445999971	66.5445999971	66.5445999935	66.5445999975	66.5445999975	66.5445999935	66.5445999955	66.5445999961	66.5445999961	66.5445999931	66.5445999968	66.5445999968	66.5445999975	66.5445999975	66.5445999985	66.5445999985	66.5446000021	66.5445999971	66.5445999971	66.5445999971	66.5446000011	66.5445999951	66.5445999931	66.5445999931	52.11280034239	52.11280034239	52.11280034269	52.1128003423	52.1128003423	52.1128003429	52.1128003429	52.1128003429	52.1128003429	52.1128003434	52.1128003434	52.1128003434	52.1128003424	52.1128003424	52.1128003424	52.1128003438	52.1128003428	52.1128003428	52.1128003423	52.1128003393	52.1128003403	52.1128003471	52.1128003471	43.3508271764	43.3508271764	43.3508271724	43.350827179	0	46.829343384	46.829343384	46.829343389	46.829343389	47.6061290508	47.6061290508	47.9906006035	50.3039506405	71.6450000021	87.2756000614	87.2756000614	87.2756000614	87.2756000611	87.2756000611	87.2756000611	87.2756000596	87.2756000606	87.2756000609	87.2756000609	87.2756000609	87.2756000609	87.2756000609	87.2756000599	87.27560006	87.2756000605	87.2756000604	87.2756000584	87.2756000611	87.2756000611	87.2756000601	87.2756000601	87.2756000561	87.2756000571	87.2756000611	87.2756000611	87.2756000611	87.2756000611	87.2756000631	87.2756000631	87.2756000611	87.2756000611	87.2756000581	87.2756000581	95.4102000631	139.5252000631	166.4444000434	166.4444000434	166.4444000404	166.4444000504	166.4444000584	166.4444000554	166.4444000554	166.4444000554	166.4444000554	166.4444000504	166.4444000314	177.8114000411	240.6208000511
Aparallactus_lunulatus	66.5445999935	66.5445999935	66.5445999957	66.5445999957	66.544599994	66.544599994	66.5445999963	66.5445999944	66.5445999944	66.5445999944	66.5445999946	66.5445999946	66.5445999946	66.5445999944	66.544599994	66.544599993	66.5445999924	66.5445999924	66.544599998	66.544599998	66.544599994	66.544599994	66.544599994	66.544599993	66.5445999969	66.5445999929	66.5445999929	66.5445999969	66.5445999962	66.5445999962	66.5445999904	66.5445999934	66.5445999934	66.5445999934	66.5445999904	66.5445999934	66.5445999934	66.5445999924	66.5445999934	66.5445999941	66.5445999941	66.5445999921	66.5445999925	66.5445999925	66.5445999931	66.5445999931	66.5445999931	66.5445999931	66.5445999895	66.5445999935	66.5445999935	66.5445999895	66.5445999915	66.5445999921	66.5445999921	66.5445999891	66.5445999928	66.5445999928	66.5445999935	66.5445999935	66.5445999945	66.5445999945	66.5445999981	66.5445999931	66.5445999931	66.5445999931	66.5445999971	66.5445999911	66.5445999891	66.5445999891	52.11280033839	52.11280033839	52.11280033869	52.1128003383	52.1128003383	52.1128003389	52.1128003389	52.1128003389	52.1128003389	52.1128003394	52.1128003394	52.1128003394	52.1128003384	52.1128003384	52.1128003384	52.1128003398	52.1128003388	52.1128003388	52.1128003383	52.1128003353	52.1128003363	52.1128003431	52.1128003431	46.8293433804	46.8293433804	46.8293433764	46.829343383	46.829343384	0	22.6733772	40.392857635	40.392857635	47.6061290468	47.6061290468	47.9906005995	50.3039506365	71.6449999981	87.2756000574	87.2756000574	87.2756000574	87.2756000571	87.2756000571	87.2756000571	87.2756000556	87.2756000566	87.2756000569	87.2756000569	87.2756000569	87.2756000569	87.2756000569	87.2756000559	87.275600056	87.2756000565	87.2756000564	87.2756000544	87.2756000571	87.2756000571	87.2756000561	87.2756000561	87.2756000521	87.2756000531	87.2756000571	87.2756000571	87.2756000571	87.2756000571	87.2756000591	87.2756000591	87.2756000571	87.2756000571	87.2756000541	87.2756000541	95.4102000591	139.5252000591	166.4444000394	166.4444000394	166.4444000364	166.4444000464	166.4444000544	166.4444000514	166.4444000514	166.4444000514	166.4444000514	166.4444000464	166.4444000274	177.8114000371	240.6208000471
Aparallactus_werneri	66.5445999935	66.5445999935	66.5445999957	66.5445999957	66.544599994	66.544599994	66.5445999963	66.5445999944	66.5445999944	66.5445999944	66.5445999946	66.5445999946	66.5445999946	66.5445999944	66.544599994	66.544599993	66.5445999924	66.5445999924	66.544599998	66.544599998	66.544599994	66.544599994	66.544599994	66.544599993	66.5445999969	66.5445999929	66.5445999929	66.5445999969	66.5445999962	66.5445999962	66.5445999904	66.5445999934	66.5445999934	66.5445999934	66.5445999904	66.5445999934	66.5445999934	66.5445999924	66.5445999934	66.5445999941	66.5445999941	66.5445999921	66.5445999925	66.5445999925	66.5445999931	66.5445999931	66.5445999931	66.5445999931	66.5445999895	66.5445999935	66.5445999935	66.5445999895	66.5445999915	66.5445999921	66.5445999921	66.5445999891	66.5445999928	66.5445999928	66.5445999935	66.5445999935	66.5445999945	66.5445999945	66.5445999981	66.5445999931	66.5445999931	66.5445999931	66.5445999971	66.5445999911	66.5445999891	66.5445999891	52.11280033839	52.11280033839	52.11280033869	52.1128003383	52.1128003383	52.1128003389	52.1128003389	52.1128003389	52.1128003389	52.1128003394	52.1128003394	52.1128003394	52.1128003384	52.1128003384	52.1128003384	52.1128003398	52.1128003388	52.1128003388	52.1128003383	52.1128003353	52.1128003363	52.1128003431	52.1128003431	46.8293433804	46.8293433804	46.8293433764	46.829343383	46.829343384	22.6733772	0	40.392857635	40.392857635	47.6061290468	47.6061290468	47.9906005995	50.3039506365	71.6449999981	87.2756000574	87.2756000574	87.2756000574	87.2756000571	87.2756000571	87.2756000571	87.2756000556	87.2756000566	87.2756000569	87.2756000569	87.2756000569	87.2756000569	87.2756000569	87.2756000559	87.275600056	87.2756000565	87.2756000564	87.2756000544	87.2756000571	87.2756000571	87.2756000561	87.2756000561	87.2756000521	87.2756000531	87.2756000571	87.2756000571	87.2756000571	87.2756000571	87.2756000591	87.2756000591	87.2756000571	87.2756000571	87.2756000541	87.2756000541	95.4102000591	139.5252000591	166.4444000394	166.4444000394	166.4444000364	166.4444000464	166.4444000544	166.4444000514	166.4444000514	166.4444000514	166.4444000514	166.4444000464	166.4444000274	177.8114000371	240.6208000471
