	Ctenosaura_bakeri	Cachryx_defensor	Iguana_delicatissima	Iguana_iguana	Cyclura_pinguis	Gambelia_wislizenii	Basiliscus_vittatus	Corytophanes_hernandesii	Laemanctus_serratus	Anolis_apletophallus	Anolis_lemurinus	Anolis_rodriguezii	Anolis_tropidonotus	Anolis_sericeus	Anolis_planiceps	Anolis_sagrei	Anolis_carolinensis	Sceloporus_tristichus	Sceloporus_undulatus	Sceloporus_occidentalis	Sceloporus_chrysostictus	Urosaurus_nigricaudus	Phrynosoma_platyrhinos	Phrynosoma_blainvillii	Calotes_versicolor	Agama_finchi	Agama_doriae	Xenagama_zonura	Acanthocercus_atricollis	Acanthocercus_guentherpetersi	Acanthocercus_cyanogaster	Acanthocercus_annectans	Phrynocephalus_versicolor	Phrynocephalus_vlangalii	Phrynocephalus_putjatai	Phrynocephalus_forsythii	Laudakia_wui	Pogona_vitticeps	Intellagama_lesueurii	Trioceros_balebicornutus	Trioceros_harennae	Trioceros_affinis	Chamaeleo_calyptratus	Chamaeleo_gracilis	Chamaeleo_laevigatus	Chamaeleo_dilepis	Bradypodion_ventrale	Bradypodion_pumilum	Furcifer_pardalis	Elgaria_multicarinata	Ophisaurus_attenuatus	Anniella_stebbinsi	Varanus_macraei	Varanus_salvator	Varanus_acanthurus	Varanus_komodoensis	Varanus_albigularis	Varanus_niloticus	Shinisaurus_crocodilurus	Acrochordus_granulatus	Latastia_doriai	Darevskia_unisexualis	Darevskia_armeniaca	Darevskia_mixta	Darevskia_valentini	Lacerta_agilis	Lacerta_bilineata	Lacerta_viridis	Zootoca_vivipara	Podarcis_bocagei	Podarcis_vaucheri	Podarcis_liolepis	Podarcis_muralis	Podarcis_raffonei	Podarcis_siculus	Podarcis_tiliguerta	Podarcis_filfolensis	Podarcis_cretensis	Podarcis_pityusensis	Podarcis_lilfordi	Podarcis_gaigeae	Podarcis_melisellensis	Podarcis_erhardii	Gallotia_galloti	Rhineura_floridana	Tretioscincus_oriximinensis	Calyptommatus_sinebrachiatus	Bachia_flavescens	Aspidoscelis_angusticeps	Aspidoscelis_marmoratus	Aspidoscelis_tigris	Holcosus_undulatus	Kentropyx_calcarata	Ameiva_ameiva	Tupinambis_teguixin	Salvator_merianae	Carinascincus_ocellatus	Cryptoblepharus_egeriae	Acritoscincus_duperreyi	Mochlus_sundevallii	Trachylepis_striata	Trachylepis_maculilabris	Trachylepis_brevicollis	Marisora_unimarginata	Tiliqua_scincoides	Tiliqua_occipitalis	Lerista_edwardsae	Mesoscincus_schwartzei	Plestiodon_gilberti	Cordylus_rivae	Hemicordylus_capensis	Paroedura_picta	Gekko_japonicus	Gekko_gecko	Lepidodactylus_listeri	Heteronotia_binoei	Hemidactylus_brookii	Hemidactylus_flaviviridis	Hemidactylus_macropholis	Mediodactylus_kotschyi	Asaccus_caudivolvulus	Thecadactylus_rapicauda	Tarentola_annularis	Sphaerodactylus_townsendi	Sphaerodactylus_glaucus	Gonatodes_alexandermendesi	Teratoscincus_roborowskii	Euleptes_europaea	Correlophus_ciliatus	Eublepharis_macularius	Coleonyx_elegans
Podarcis_gaigeae	376.6737998362	376.6737998362	376.6737998362	376.6737998362	376.6737998372	376.6737998242	376.6737998242	376.6737998242	376.6737998242	376.6737998252	376.6737998252	376.6737998262	376.6737998252	376.6737998292	376.6737998242	376.6737998222	376.6737998262	376.6737998262	376.6737998262	376.6737998252	376.6737998182	376.6737998162	376.6737998262	376.6737998262	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998282	376.6737998272	376.6737998272	376.6737998272	376.6737998242	376.6737998262	376.6737998262	376.6737998383	376.6737998383	376.6737998383	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998323	376.6737998323	376.6737998362	376.6737998162	376.6737998162	376.6737998262	376.6737998214	376.6737998214	376.6737998172	376.6737998172	376.6737998202	376.6737998202	376.6737998582	266.075799856	98.845798823	75.2960866415	75.2960866405	75.2960866405	75.2960866355	75.2960866455	75.2960866455	75.2960866455	75.296086643	27.8700157134	27.8700157134	27.8700157142	27.8700157142	27.870015714	27.870015714	27.870015714	27.870015714	27.8700157142	27.870015714	27.870015714	0	15.861154	32.127901723	143.358513053	309.671399073	357.129998813	357.129998813	357.129998813	357.129998816	357.129998811	357.129998811	357.129998816	357.129998809	357.129998809	357.129998804	357.129998804	407.4393997499	407.4393997499	407.439399743	407.439399763	407.439399764	407.439399764	407.439399769	407.439399759	407.439399747	407.439399747	407.439399717	407.439399752	407.439399752	407.439399712	407.439399712	426.384199809	426.384199806	426.384199806	426.384199804	426.384199814	426.38419981	426.38419981	426.384199813	426.384199803	426.384199813	426.384199813	426.384199813	426.384199823	426.384199823	426.384199813	426.384199813	426.384199813	426.384199803	426.384199809	426.384199819
Podarcis_melisellensis	376.6737998362	376.6737998362	376.6737998362	376.6737998362	376.6737998372	376.6737998242	376.6737998242	376.6737998242	376.6737998242	376.6737998252	376.6737998252	376.6737998262	376.6737998252	376.6737998292	376.6737998242	376.6737998222	376.6737998262	376.6737998262	376.6737998262	376.6737998252	376.6737998182	376.6737998162	376.6737998262	376.6737998262	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998202	376.6737998282	376.6737998272	376.6737998272	376.6737998272	376.6737998242	376.6737998262	376.6737998262	376.6737998383	376.6737998383	376.6737998383	376.6737998283	376.6737998283	376.6737998283	376.6737998283	376.6737998323	376.6737998323	376.6737998362	376.6737998162	376.6737998162	376.6737998262	376.6737998214	376.6737998214	376.6737998172	376.6737998172	376.6737998202	376.6737998202	376.6737998582	266.075799856	98.845798823	75.2960866415	75.2960866405	75.2960866405	75.2960866355	75.2960866455	75.2960866455	75.2960866455	75.296086643	27.8700157134	27.8700157134	27.8700157142	27.8700157142	27.870015714	27.870015714	27.870015714	27.870015714	27.8700157142	27.870015714	27.870015714	15.861154	0	32.127901723	143.358513053	309.671399073	357.129998813	357.129998813	357.129998813	357.129998816	357.129998811	357.129998811	357.129998816	357.129998809	357.129998809	357.129998804	357.129998804	407.4393997499	407.4393997499	407.439399743	407.439399763	407.439399764	407.439399764	407.439399769	407.439399759	407.439399747	407.439399747	407.439399717	407.439399752	407.439399752	407.439399712	407.439399712	426.384199809	426.384199806	426.384199806	426.384199804	426.384199814	426.38419981	426.38419981	426.384199813	426.384199803	426.384199813	426.384199813	426.384199813	426.384199823	426.384199823	426.384199813	426.384199813	426.384199813	426.384199803	426.384199809	426.384199819
Podarcis_erhardii	376.6737998332	376.6737998332	376.6737998332	376.6737998332	376.6737998342	376.6737998212	376.6737998212	376.6737998212	376.6737998212	376.6737998222	376.6737998222	376.6737998232	376.6737998222	376.6737998262	376.6737998212	376.6737998192	376.6737998232	376.6737998232	376.6737998232	376.6737998222	376.6737998152	376.6737998132	376.6737998232	376.6737998232	376.6737998172	376.6737998172	376.6737998172	376.6737998172	376.6737998172	376.6737998172	376.6737998172	376.6737998172	376.6737998252	376.6737998242	376.6737998242	376.6737998242	376.6737998212	376.6737998232	376.6737998232	376.6737998353	376.6737998353	376.6737998353	376.6737998253	376.6737998253	376.6737998253	376.6737998253	376.6737998293	376.6737998293	376.6737998332	376.6737998132	376.6737998132	376.6737998232	376.6737998184	376.6737998184	376.6737998142	376.6737998142	376.6737998172	376.6737998172	376.6737998552	266.075799853	98.84579882	75.2960866385	75.2960866375	75.2960866375	75.2960866325	75.2960866425	75.2960866425	75.2960866425	75.29608664	32.1279017224	32.1279017224	32.1279017232	32.1279017232	32.127901723	32.127901723	32.127901723	32.127901723	32.1279017232	32.127901723	32.127901723	32.127901723	32.127901723	0	143.35851305	309.67139907	357.12999881	357.12999881	357.12999881	357.129998813	357.129998808	357.129998808	357.129998813	357.129998806	357.129998806	357.129998801	357.129998801	407.4393997469	407.4393997469	407.43939974	407.43939976	407.439399761	407.439399761	407.439399766	407.439399756	407.439399744	407.439399744	407.439399714	407.439399749	407.439399749	407.439399709	407.439399709	426.384199806	426.384199803	426.384199803	426.384199801	426.384199811	426.384199807	426.384199807	426.38419981	426.3841998	426.38419981	426.38419981	426.38419981	426.38419982	426.38419982	426.38419981	426.38419981	426.38419981	426.3841998	426.384199806	426.384199816
Gallotia_galloti	376.6737998432	376.6737998432	376.6737998432	376.6737998432	376.6737998442	376.6737998312	376.6737998312	376.6737998312	376.6737998312	376.6737998322	376.6737998322	376.6737998332	376.6737998322	376.6737998362	376.6737998312	376.6737998292	376.6737998332	376.6737998332	376.6737998332	376.6737998322	376.6737998252	376.6737998232	376.6737998332	376.6737998332	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998352	376.6737998342	376.6737998342	376.6737998342	376.6737998312	376.6737998332	376.6737998332	376.6737998453	376.6737998453	376.6737998453	376.6737998353	376.6737998353	376.6737998353	376.6737998353	376.6737998393	376.6737998393	376.6737998432	376.6737998232	376.6737998232	376.6737998332	376.6737998284	376.6737998284	376.6737998242	376.6737998242	376.6737998272	376.6737998272	376.6737998652	266.075799863	143.35851305	143.3585130485	143.3585130475	143.3585130475	143.3585130425	143.3585130525	143.3585130525	143.3585130525	143.35851305	143.3585130524	143.3585130524	143.3585130532	143.3585130532	143.358513053	143.358513053	143.358513053	143.358513053	143.3585130532	143.358513053	143.358513053	143.358513053	143.358513053	143.35851305	0	309.67139908	357.12999882	357.12999882	357.12999882	357.129998823	357.129998818	357.129998818	357.129998823	357.129998816	357.129998816	357.129998811	357.129998811	407.4393997569	407.4393997569	407.43939975	407.43939977	407.439399771	407.439399771	407.439399776	407.439399766	407.439399754	407.439399754	407.439399724	407.439399759	407.439399759	407.439399719	407.439399719	426.384199816	426.384199813	426.384199813	426.384199811	426.384199821	426.384199817	426.384199817	426.38419982	426.38419981	426.38419982	426.38419982	426.38419982	426.38419983	426.38419983	426.38419982	426.38419982	426.38419982	426.38419981	426.384199816	426.384199826
Rhineura_floridana	376.6737997632	376.6737997632	376.6737997632	376.6737997632	376.6737997642	376.6737997512	376.6737997512	376.6737997512	376.6737997512	376.6737997522	376.6737997522	376.6737997532	376.6737997522	376.6737997562	376.6737997512	376.6737997492	376.6737997532	376.6737997532	376.6737997532	376.6737997522	376.6737997452	376.6737997432	376.6737997532	376.6737997532	376.6737997472	376.6737997472	376.6737997472	376.6737997472	376.6737997472	376.6737997472	376.6737997472	376.6737997472	376.6737997552	376.6737997542	376.6737997542	376.6737997542	376.6737997512	376.6737997532	376.6737997532	376.6737997653	376.6737997653	376.6737997653	376.6737997553	376.6737997553	376.6737997553	376.6737997553	376.6737997593	376.6737997593	376.6737997632	376.6737997432	376.6737997432	376.6737997532	376.6737997484	376.6737997484	376.6737997442	376.6737997442	376.6737997472	376.6737997472	376.6737997852	266.075799783	309.67139907	309.6713990685	309.6713990675	309.6713990675	309.6713990625	309.6713990725	309.6713990725	309.6713990725	309.67139907	309.6713990724	309.6713990724	309.6713990732	309.6713990732	309.671399073	309.671399073	309.671399073	309.671399073	309.6713990732	309.671399073	309.671399073	309.671399073	309.671399073	309.67139907	309.67139908	0	357.12999874	357.12999874	357.12999874	357.129998743	357.129998738	357.129998738	357.129998743	357.129998736	357.129998736	357.129998731	357.129998731	407.4393996769	407.4393996769	407.43939967	407.43939969	407.439399691	407.439399691	407.439399696	407.439399686	407.439399674	407.439399674	407.439399644	407.439399679	407.439399679	407.439399639	407.439399639	426.384199736	426.384199733	426.384199733	426.384199731	426.384199741	426.384199737	426.384199737	426.38419974	426.38419973	426.38419974	426.38419974	426.38419974	426.38419975	426.38419975	426.38419974	426.38419974	426.38419974	426.38419973	426.384199736	426.384199746
Tretioscincus_oriximinensis	376.6737998432	376.6737998432	376.6737998432	376.6737998432	376.6737998442	376.6737998312	376.6737998312	376.6737998312	376.6737998312	376.6737998322	376.6737998322	376.6737998332	376.6737998322	376.6737998362	376.6737998312	376.6737998292	376.6737998332	376.6737998332	376.6737998332	376.6737998322	376.6737998252	376.6737998232	376.6737998332	376.6737998332	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998352	376.6737998342	376.6737998342	376.6737998342	376.6737998312	376.6737998332	376.6737998332	376.6737998453	376.6737998453	376.6737998453	376.6737998353	376.6737998353	376.6737998353	376.6737998353	376.6737998393	376.6737998393	376.6737998432	376.6737998232	376.6737998232	376.6737998332	376.6737998284	376.6737998284	376.6737998242	376.6737998242	376.6737998272	376.6737998272	376.6737998652	266.075799863	357.12999881	357.1299988085	357.1299988075	357.1299988075	357.1299988025	357.1299988125	357.1299988125	357.1299988125	357.12999881	357.1299988124	357.1299988124	357.1299988132	357.1299988132	357.129998813	357.129998813	357.129998813	357.129998813	357.1299988132	357.129998813	357.129998813	357.129998813	357.129998813	357.12999881	357.12999882	357.12999874	0	64.9939258	165.7887097	233.549598363	233.549598358	233.549598358	233.549598363	233.549598356	233.549598356	233.549598351	233.549598351	407.4393997569	407.4393997569	407.43939975	407.43939977	407.439399771	407.439399771	407.439399776	407.439399766	407.439399754	407.439399754	407.439399724	407.439399759	407.439399759	407.439399719	407.439399719	426.384199816	426.384199813	426.384199813	426.384199811	426.384199821	426.384199817	426.384199817	426.38419982	426.38419981	426.38419982	426.38419982	426.38419982	426.38419983	426.38419983	426.38419982	426.38419982	426.38419982	426.38419981	426.384199816	426.384199826
Calyptommatus_sinebrachiatus	376.6737998432	376.6737998432	376.6737998432	376.6737998432	376.6737998442	376.6737998312	376.6737998312	376.6737998312	376.6737998312	376.6737998322	376.6737998322	376.6737998332	376.6737998322	376.6737998362	376.6737998312	376.6737998292	376.6737998332	376.6737998332	376.6737998332	376.6737998322	376.6737998252	376.6737998232	376.6737998332	376.6737998332	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998352	376.6737998342	376.6737998342	376.6737998342	376.6737998312	376.6737998332	376.6737998332	376.6737998453	376.6737998453	376.6737998453	376.6737998353	376.6737998353	376.6737998353	376.6737998353	376.6737998393	376.6737998393	376.6737998432	376.6737998232	376.6737998232	376.6737998332	376.6737998284	376.6737998284	376.6737998242	376.6737998242	376.6737998272	376.6737998272	376.6737998652	266.075799863	357.12999881	357.1299988085	357.1299988075	357.1299988075	357.1299988025	357.1299988125	357.1299988125	357.1299988125	357.12999881	357.1299988124	357.1299988124	357.1299988132	357.1299988132	357.129998813	357.129998813	357.129998813	357.129998813	357.1299988132	357.129998813	357.129998813	357.129998813	357.129998813	357.12999881	357.12999882	357.12999874	64.9939258	0	165.7887097	233.549598363	233.549598358	233.549598358	233.549598363	233.549598356	233.549598356	233.549598351	233.549598351	407.4393997569	407.4393997569	407.43939975	407.43939977	407.439399771	407.439399771	407.439399776	407.439399766	407.439399754	407.439399754	407.439399724	407.439399759	407.439399759	407.439399719	407.439399719	426.384199816	426.384199813	426.384199813	426.384199811	426.384199821	426.384199817	426.384199817	426.38419982	426.38419981	426.38419982	426.38419982	426.38419982	426.38419983	426.38419983	426.38419982	426.38419982	426.38419982	426.38419981	426.384199816	426.384199826
Bachia_flavescens	376.6737998432	376.6737998432	376.6737998432	376.6737998432	376.6737998442	376.6737998312	376.6737998312	376.6737998312	376.6737998312	376.6737998322	376.6737998322	376.6737998332	376.6737998322	376.6737998362	376.6737998312	376.6737998292	376.6737998332	376.6737998332	376.6737998332	376.6737998322	376.6737998252	376.6737998232	376.6737998332	376.6737998332	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998272	376.6737998352	376.6737998342	376.6737998342	376.6737998342	376.6737998312	376.6737998332	376.6737998332	376.6737998453	376.6737998453	376.6737998453	376.6737998353	376.6737998353	376.6737998353	376.6737998353	376.6737998393	376.6737998393	376.6737998432	376.6737998232	376.6737998232	376.6737998332	376.6737998284	376.6737998284	376.6737998242	376.6737998242	376.6737998272	376.6737998272	376.6737998652	266.075799863	357.12999881	357.1299988085	357.1299988075	357.1299988075	357.1299988025	357.1299988125	357.1299988125	357.1299988125	357.12999881	357.1299988124	357.1299988124	357.1299988132	357.1299988132	357.129998813	357.129998813	357.129998813	357.129998813	357.1299988132	357.129998813	357.129998813	357.129998813	357.129998813	357.12999881	357.12999882	357.12999874	165.7887097	165.7887097	0	233.549598363	233.549598358	233.549598358	233.549598363	233.549598356	233.549598356	233.549598351	233.549598351	407.4393997569	407.4393997569	407.43939975	407.43939977	407.439399771	407.439399771	407.439399776	407.439399766	407.439399754	407.439399754	407.439399724	407.439399759	407.439399759	407.439399719	407.439399719	426.384199816	426.384199813	426.384199813	426.384199811	426.384199821	426.384199817	426.384199817	426.38419982	426.38419981	426.38419982	426.38419982	426.38419982	426.38419983	426.38419983	426.38419982	426.38419982	426.38419982	426.38419981	426.384199816	426.384199826
Aspidoscelis_angusticeps	376.6737998462	376.6737998462	376.6737998462	376.6737998462	376.6737998472	376.6737998342	376.6737998342	376.6737998342	376.6737998342	376.6737998352	376.6737998352	376.6737998362	376.6737998352	376.6737998392	376.6737998342	376.6737998322	376.6737998362	376.6737998362	376.6737998362	376.6737998352	376.6737998282	376.6737998262	376.6737998362	376.6737998362	376.6737998302	376.6737998302	376.6737998302	376.6737998302	376.6737998302	376.6737998302	376.6737998302	376.6737998302	376.6737998382	376.6737998372	376.6737998372	376.6737998372	376.6737998342	376.6737998362	376.6737998362	376.6737998483	376.6737998483	376.6737998483	376.6737998383	376.6737998383	376.6737998383	376.6737998383	376.6737998423	376.6737998423	376.6737998462	376.6737998262	376.6737998262	376.6737998362	376.6737998314	376.6737998314	376.6737998272	376.6737998272	376.6737998302	376.6737998302	376.6737998682	266.075799866	357.129998813	357.1299988115	357.1299988105	357.1299988105	357.1299988055	357.1299988155	357.1299988155	357.1299988155	357.129998813	357.1299988154	357.1299988154	357.1299988162	357.1299988162	357.129998816	357.129998816	357.129998816	357.129998816	357.1299988162	357.129998816	357.129998816	357.129998816	357.129998816	357.129998813	357.129998823	357.129998743	233.549598363	233.549598363	233.549598363	0	35.664815095	35.664815095	67.00403524	72.386251757	72.386251757	224.844398372	224.844398372	407.4393997599	407.4393997599	407.439399753	407.439399773	407.439399774	407.439399774	407.439399779	407.439399769	407.439399757	407.439399757	407.439399727	407.439399762	407.439399762	407.439399722	407.439399722	426.384199819	426.384199816	426.384199816	426.384199814	426.384199824	426.38419982	426.38419982	426.384199823	426.384199813	426.384199823	426.384199823	426.384199823	426.384199833	426.384199833	426.384199823	426.384199823	426.384199823	426.384199813	426.384199819	426.384199829
Aspidoscelis_marmoratus	376.6737998412	376.6737998412	376.6737998412	376.6737998412	376.6737998422	376.6737998292	376.6737998292	376.6737998292	376.6737998292	376.6737998302	376.6737998302	376.6737998312	376.6737998302	376.6737998342	376.6737998292	376.6737998272	376.6737998312	376.6737998312	376.6737998312	376.6737998302	376.6737998232	376.6737998212	376.6737998312	376.6737998312	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998332	376.6737998322	376.6737998322	376.6737998322	376.6737998292	376.6737998312	376.6737998312	376.6737998433	376.6737998433	376.6737998433	376.6737998333	376.6737998333	376.6737998333	376.6737998333	376.6737998373	376.6737998373	376.6737998412	376.6737998212	376.6737998212	376.6737998312	376.6737998264	376.6737998264	376.6737998222	376.6737998222	376.6737998252	376.6737998252	376.6737998632	266.075799861	357.129998808	357.1299988065	357.1299988055	357.1299988055	357.1299988005	357.1299988105	357.1299988105	357.1299988105	357.129998808	357.1299988104	357.1299988104	357.1299988112	357.1299988112	357.129998811	357.129998811	357.129998811	357.129998811	357.1299988112	357.129998811	357.129998811	357.129998811	357.129998811	357.129998808	357.129998818	357.129998738	233.549598358	233.549598358	233.549598358	35.664815095	0	17.3454075	67.004035235	72.386251752	72.386251752	224.844398367	224.844398367	407.4393997549	407.4393997549	407.439399748	407.439399768	407.439399769	407.439399769	407.439399774	407.439399764	407.439399752	407.439399752	407.439399722	407.439399757	407.439399757	407.439399717	407.439399717	426.384199814	426.384199811	426.384199811	426.384199809	426.384199819	426.384199815	426.384199815	426.384199818	426.384199808	426.384199818	426.384199818	426.384199818	426.384199828	426.384199828	426.384199818	426.384199818	426.384199818	426.384199808	426.384199814	426.384199824
Aspidoscelis_tigris	376.6737998412	376.6737998412	376.6737998412	376.6737998412	376.6737998422	376.6737998292	376.6737998292	376.6737998292	376.6737998292	376.6737998302	376.6737998302	376.6737998312	376.6737998302	376.6737998342	376.6737998292	376.6737998272	376.6737998312	376.6737998312	376.6737998312	376.6737998302	376.6737998232	376.6737998212	376.6737998312	376.6737998312	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998252	376.6737998332	376.6737998322	376.6737998322	376.6737998322	376.6737998292	376.6737998312	376.6737998312	376.6737998433	376.6737998433	376.6737998433	376.6737998333	376.6737998333	376.6737998333	376.6737998333	376.6737998373	376.6737998373	376.6737998412	376.6737998212	376.6737998212	376.6737998312	376.6737998264	376.6737998264	376.6737998222	376.6737998222	376.6737998252	376.6737998252	376.6737998632	266.075799861	357.129998808	357.1299988065	357.1299988055	357.1299988055	357.1299988005	357.1299988105	357.1299988105	357.1299988105	357.129998808	357.1299988104	357.1299988104	357.1299988112	357.1299988112	357.129998811	357.129998811	357.129998811	357.129998811	357.1299988112	357.129998811	357.129998811	357.129998811	357.129998811	357.129998808	357.129998818	357.129998738	233.549598358	233.549598358	233.549598358	35.664815095	17.3454075	0	67.004035235	72.386251752	72.386251752	224.844398367	224.844398367	407.4393997549	407.4393997549	407.439399748	407.439399768	407.439399769	407.439399769	407.439399774	407.439399764	407.439399752	407.439399752	407.439399722	407.439399757	407.439399757	407.439399717	407.439399717	426.384199814	426.384199811	426.384199811	426.384199809	426.384199819	426.384199815	426.384199815	426.384199818	426.384199808	426.384199818	426.384199818	426.384199818	426.384199828	426.384199828	426.384199818	426.384199818	426.384199818	426.384199808	426.384199814	426.384199824
