	Ctenosaura_bakeri	Cachryx_defensor	Iguana_delicatissima	Iguana_iguana	Cyclura_pinguis	Gambelia_wislizenii	Basiliscus_vittatus	Corytophanes_hernandesii	Laemanctus_serratus	Anolis_apletophallus	Anolis_lemurinus	Anolis_rodriguezii	Anolis_tropidonotus	Anolis_sericeus	Anolis_planiceps	Anolis_sagrei	Anolis_carolinensis	Sceloporus_tristichus	Sceloporus_undulatus	Sceloporus_occidentalis	Sceloporus_chrysostictus	Urosaurus_nigricaudus	Phrynosoma_platyrhinos	Phrynosoma_blainvillii	Calotes_versicolor	Agama_finchi	Agama_doriae	Xenagama_zonura	Acanthocercus_atricollis	Acanthocercus_guentherpetersi	Acanthocercus_cyanogaster	Acanthocercus_annectans	Phrynocephalus_versicolor	Phrynocephalus_vlangalii	Phrynocephalus_putjatai	Phrynocephalus_forsythii	Laudakia_wui	Pogona_vitticeps	Intellagama_lesueurii	Trioceros_balebicornutus	Trioceros_harennae	Trioceros_affinis	Chamaeleo_calyptratus	Chamaeleo_gracilis	Chamaeleo_laevigatus	Chamaeleo_dilepis	Bradypodion_ventrale	Bradypodion_pumilum	Furcifer_pardalis	Elgaria_multicarinata	Ophisaurus_attenuatus	Anniella_stebbinsi	Varanus_macraei	Varanus_salvator	Varanus_acanthurus	Varanus_komodoensis	Varanus_albigularis	Varanus_niloticus	Shinisaurus_crocodilurus	Acrochordus_granulatus	Latastia_doriai	Darevskia_unisexualis	Darevskia_armeniaca	Darevskia_mixta	Darevskia_valentini	Lacerta_agilis	Lacerta_bilineata	Lacerta_viridis	Zootoca_vivipara	Podarcis_bocagei	Podarcis_vaucheri	Podarcis_liolepis	Podarcis_muralis	Podarcis_raffonei	Podarcis_siculus	Podarcis_tiliguerta	Podarcis_filfolensis	Podarcis_cretensis	Podarcis_pityusensis	Podarcis_lilfordi	Podarcis_gaigeae	Podarcis_melisellensis	Podarcis_erhardii	Gallotia_galloti	Rhineura_floridana	Tretioscincus_oriximinensis	Calyptommatus_sinebrachiatus	Bachia_flavescens	Aspidoscelis_angusticeps	Aspidoscelis_marmoratus	Aspidoscelis_tigris	Holcosus_undulatus	Kentropyx_calcarata	Ameiva_ameiva	Tupinambis_teguixin	Salvator_merianae	Carinascincus_ocellatus	Cryptoblepharus_egeriae	Acritoscincus_duperreyi	Mochlus_sundevallii	Trachylepis_striata	Trachylepis_maculilabris	Trachylepis_brevicollis	Marisora_unimarginata	Tiliqua_scincoides	Tiliqua_occipitalis	Lerista_edwardsae	Mesoscincus_schwartzei	Plestiodon_gilberti	Cordylus_rivae	Hemicordylus_capensis	Paroedura_picta	Gekko_japonicus	Gekko_gecko	Lepidodactylus_listeri	Heteronotia_binoei	Hemidactylus_brookii	Hemidactylus_flaviviridis	Hemidactylus_macropholis	Mediodactylus_kotschyi	Asaccus_caudivolvulus	Thecadactylus_rapicauda	Tarentola_annularis	Sphaerodactylus_townsendi	Sphaerodactylus_glaucus	Gonatodes_alexandermendesi	Teratoscincus_roborowskii	Euleptes_europaea	Correlophus_ciliatus	Eublepharis_macularius	Coleonyx_elegans
Mochlus_sundevallii	407.4393997752	407.4393997752	407.4393997752	407.4393997752	407.4393997762	407.4393997632	407.4393997632	407.4393997632	407.4393997632	407.4393997642	407.4393997642	407.4393997652	407.4393997642	407.4393997682	407.4393997632	407.4393997612	407.4393997652	407.4393997652	407.4393997652	407.4393997642	407.4393997572	407.4393997552	407.4393997652	407.4393997652	407.4393997592	407.4393997592	407.4393997592	407.4393997592	407.4393997592	407.4393997592	407.4393997592	407.4393997592	407.4393997672	407.4393997662	407.4393997662	407.4393997662	407.4393997632	407.4393997652	407.4393997652	407.4393997773	407.4393997773	407.4393997773	407.4393997673	407.4393997673	407.4393997673	407.4393997673	407.4393997713	407.4393997713	407.4393997752	407.4393997552	407.4393997552	407.4393997652	407.4393997604	407.4393997604	407.4393997562	407.4393997562	407.4393997592	407.4393997592	407.4393997972	296.841399795	407.43939976	407.4393997585	407.4393997575	407.4393997575	407.4393997525	407.4393997625	407.4393997625	407.4393997625	407.43939976	407.4393997624	407.4393997624	407.4393997632	407.4393997632	407.439399763	407.439399763	407.439399763	407.439399763	407.4393997632	407.439399763	407.439399763	407.439399763	407.439399763	407.43939976	407.43939977	407.43939969	407.43939977	407.43939977	407.43939977	407.439399773	407.439399768	407.439399768	407.439399773	407.439399766	407.439399766	407.439399761	407.439399761	165.5311847869	165.5311847869	165.53118478	0	171.861908229	171.861908229	171.861908234	171.861908224	175.460800356	175.460800356	218.194799646	232.970999471	232.970999471	372.076999451	372.076999451	426.384199808	426.384199805	426.384199805	426.384199803	426.384199813	426.384199809	426.384199809	426.384199812	426.384199802	426.384199812	426.384199812	426.384199812	426.384199822	426.384199822	426.384199812	426.384199812	426.384199812	426.384199802	426.384199808	426.384199818
Trachylepis_striata	407.4393997762	407.4393997762	407.4393997762	407.4393997762	407.4393997772	407.4393997642	407.4393997642	407.4393997642	407.4393997642	407.4393997652	407.4393997652	407.4393997662	407.4393997652	407.4393997692	407.4393997642	407.4393997622	407.4393997662	407.4393997662	407.4393997662	407.4393997652	407.4393997582	407.4393997562	407.4393997662	407.4393997662	407.4393997602	407.4393997602	407.4393997602	407.4393997602	407.4393997602	407.4393997602	407.4393997602	407.4393997602	407.4393997682	407.4393997672	407.4393997672	407.4393997672	407.4393997642	407.4393997662	407.4393997662	407.4393997783	407.4393997783	407.4393997783	407.4393997683	407.4393997683	407.4393997683	407.4393997683	407.4393997723	407.4393997723	407.4393997762	407.4393997562	407.4393997562	407.4393997662	407.4393997614	407.4393997614	407.4393997572	407.4393997572	407.4393997602	407.4393997602	407.4393997982	296.841399796	407.439399761	407.4393997595	407.4393997585	407.4393997585	407.4393997535	407.4393997635	407.4393997635	407.4393997635	407.439399761	407.4393997634	407.4393997634	407.4393997642	407.4393997642	407.439399764	407.439399764	407.439399764	407.439399764	407.4393997642	407.439399764	407.439399764	407.439399764	407.439399764	407.439399761	407.439399771	407.439399691	407.439399771	407.439399771	407.439399771	407.439399774	407.439399769	407.439399769	407.439399774	407.439399767	407.439399767	407.439399762	407.439399762	171.8619082159	171.8619082159	171.861908209	171.861908229	0	71.85200408	78.170450155	91.334510525	175.460800357	175.460800357	218.194799647	232.970999472	232.970999472	372.076999452	372.076999452	426.384199809	426.384199806	426.384199806	426.384199804	426.384199814	426.38419981	426.38419981	426.384199813	426.384199803	426.384199813	426.384199813	426.384199813	426.384199823	426.384199823	426.384199813	426.384199813	426.384199813	426.384199803	426.384199809	426.384199819
Trachylepis_maculilabris	407.4393997762	407.4393997762	407.4393997762	407.4393997762	407.4393997772	407.4393997642	407.4393997642	407.4393997642	407.4393997642	407.4393997652	407.4393997652	407.4393997662	407.4393997652	407.4393997692	407.4393997642	407.4393997622	407.4393997662	407.4393997662	407.4393997662	407.4393997652	407.4393997582	407.4393997562	407.4393997662	407.4393997662	407.4393997602	407.4393997602	407.4393997602	407.4393997602	407.4393997602	407.4393997602	407.4393997602	407.4393997602	407.4393997682	407.4393997672	407.4393997672	407.4393997672	407.4393997642	407.4393997662	407.4393997662	407.4393997783	407.4393997783	407.4393997783	407.4393997683	407.4393997683	407.4393997683	407.4393997683	407.4393997723	407.4393997723	407.4393997762	407.4393997562	407.4393997562	407.4393997662	407.4393997614	407.4393997614	407.4393997572	407.4393997572	407.4393997602	407.4393997602	407.4393997982	296.841399796	407.439399761	407.4393997595	407.4393997585	407.4393997585	407.4393997535	407.4393997635	407.4393997635	407.4393997635	407.439399761	407.4393997634	407.4393997634	407.4393997642	407.4393997642	407.439399764	407.439399764	407.439399764	407.439399764	407.4393997642	407.439399764	407.439399764	407.439399764	407.439399764	407.439399761	407.439399771	407.439399691	407.439399771	407.439399771	407.439399771	407.439399774	407.439399769	407.439399769	407.439399774	407.439399767	407.439399767	407.439399762	407.439399762	171.8619082159	171.8619082159	171.861908209	171.861908229	71.85200408	0	78.170450155	91.334510525	175.460800357	175.460800357	218.194799647	232.970999472	232.970999472	372.076999452	372.076999452	426.384199809	426.384199806	426.384199806	426.384199804	426.384199814	426.38419981	426.38419981	426.384199813	426.384199803	426.384199813	426.384199813	426.384199813	426.384199823	426.384199823	426.384199813	426.384199813	426.384199813	426.384199803	426.384199809	426.384199819
Trachylepis_brevicollis	407.4393997812	407.4393997812	407.4393997812	407.4393997812	407.4393997822	407.4393997692	407.4393997692	407.4393997692	407.4393997692	407.4393997702	407.4393997702	407.4393997712	407.4393997702	407.4393997742	407.4393997692	407.4393997672	407.4393997712	407.4393997712	407.4393997712	407.4393997702	407.4393997632	407.4393997612	407.4393997712	407.4393997712	407.4393997652	407.4393997652	407.4393997652	407.4393997652	407.4393997652	407.4393997652	407.4393997652	407.4393997652	407.4393997732	407.4393997722	407.4393997722	407.4393997722	407.4393997692	407.4393997712	407.4393997712	407.4393997833	407.4393997833	407.4393997833	407.4393997733	407.4393997733	407.4393997733	407.4393997733	407.4393997773	407.4393997773	407.4393997812	407.4393997612	407.4393997612	407.4393997712	407.4393997664	407.4393997664	407.4393997622	407.4393997622	407.4393997652	407.4393997652	407.4393998032	296.841399801	407.439399766	407.4393997645	407.4393997635	407.4393997635	407.4393997585	407.4393997685	407.4393997685	407.4393997685	407.439399766	407.4393997684	407.4393997684	407.4393997692	407.4393997692	407.439399769	407.439399769	407.439399769	407.439399769	407.4393997692	407.439399769	407.439399769	407.439399769	407.439399769	407.439399766	407.439399776	407.439399696	407.439399776	407.439399776	407.439399776	407.439399779	407.439399774	407.439399774	407.439399779	407.439399772	407.439399772	407.439399767	407.439399767	171.8619082209	171.8619082209	171.861908214	171.861908234	78.170450155	78.170450155	0	91.33451053	175.460800362	175.460800362	218.194799652	232.970999477	232.970999477	372.076999457	372.076999457	426.384199814	426.384199811	426.384199811	426.384199809	426.384199819	426.384199815	426.384199815	426.384199818	426.384199808	426.384199818	426.384199818	426.384199818	426.384199828	426.384199828	426.384199818	426.384199818	426.384199818	426.384199808	426.384199814	426.384199824
Marisora_unimarginata	407.4393997712	407.4393997712	407.4393997712	407.4393997712	407.4393997722	407.4393997592	407.4393997592	407.4393997592	407.4393997592	407.4393997602	407.4393997602	407.4393997612	407.4393997602	407.4393997642	407.4393997592	407.4393997572	407.4393997612	407.4393997612	407.4393997612	407.4393997602	407.4393997532	407.4393997512	407.4393997612	407.4393997612	407.4393997552	407.4393997552	407.4393997552	407.4393997552	407.4393997552	407.4393997552	407.4393997552	407.4393997552	407.4393997632	407.4393997622	407.4393997622	407.4393997622	407.4393997592	407.4393997612	407.4393997612	407.4393997733	407.4393997733	407.4393997733	407.4393997633	407.4393997633	407.4393997633	407.4393997633	407.4393997673	407.4393997673	407.4393997712	407.4393997512	407.4393997512	407.4393997612	407.4393997564	407.4393997564	407.4393997522	407.4393997522	407.4393997552	407.4393997552	407.4393997932	296.841399791	407.439399756	407.4393997545	407.4393997535	407.4393997535	407.4393997485	407.4393997585	407.4393997585	407.4393997585	407.439399756	407.4393997584	407.4393997584	407.4393997592	407.4393997592	407.439399759	407.439399759	407.439399759	407.439399759	407.4393997592	407.439399759	407.439399759	407.439399759	407.439399759	407.439399756	407.439399766	407.439399686	407.439399766	407.439399766	407.439399766	407.439399769	407.439399764	407.439399764	407.439399769	407.439399762	407.439399762	407.439399757	407.439399757	171.8619082109	171.8619082109	171.861908204	171.861908224	91.334510525	91.334510525	91.33451053	0	175.460800352	175.460800352	218.194799642	232.970999467	232.970999467	372.076999447	372.076999447	426.384199804	426.384199801	426.384199801	426.384199799	426.384199809	426.384199805	426.384199805	426.384199808	426.384199798	426.384199808	426.384199808	426.384199808	426.384199818	426.384199818	426.384199808	426.384199808	426.384199808	426.384199798	426.384199804	426.384199814
Tiliqua_scincoides	407.4393997592	407.4393997592	407.4393997592	407.4393997592	407.4393997602	407.4393997472	407.4393997472	407.4393997472	407.4393997472	407.4393997482	407.4393997482	407.4393997492	407.4393997482	407.4393997522	407.4393997472	407.4393997452	407.4393997492	407.4393997492	407.4393997492	407.4393997482	407.4393997412	407.4393997392	407.4393997492	407.4393997492	407.4393997432	407.4393997432	407.4393997432	407.4393997432	407.4393997432	407.4393997432	407.4393997432	407.4393997432	407.4393997512	407.4393997502	407.4393997502	407.4393997502	407.4393997472	407.4393997492	407.4393997492	407.4393997613	407.4393997613	407.4393997613	407.4393997513	407.4393997513	407.4393997513	407.4393997513	407.4393997553	407.4393997553	407.4393997592	407.4393997392	407.4393997392	407.4393997492	407.4393997444	407.4393997444	407.4393997402	407.4393997402	407.4393997432	407.4393997432	407.4393997812	296.841399779	407.439399744	407.4393997425	407.4393997415	407.4393997415	407.4393997365	407.4393997465	407.4393997465	407.4393997465	407.439399744	407.4393997464	407.4393997464	407.4393997472	407.4393997472	407.439399747	407.439399747	407.439399747	407.439399747	407.4393997472	407.439399747	407.439399747	407.439399747	407.439399747	407.439399744	407.439399754	407.439399674	407.439399754	407.439399754	407.439399754	407.439399757	407.439399752	407.439399752	407.439399757	407.43939975	407.43939975	407.439399745	407.439399745	175.4608003429	175.4608003429	175.460800336	175.460800356	175.460800357	175.460800357	175.460800362	175.460800352	0	26.895256	218.19479963	232.970999455	232.970999455	372.076999435	372.076999435	426.384199792	426.384199789	426.384199789	426.384199787	426.384199797	426.384199793	426.384199793	426.384199796	426.384199786	426.384199796	426.384199796	426.384199796	426.384199806	426.384199806	426.384199796	426.384199796	426.384199796	426.384199786	426.384199792	426.384199802
Tiliqua_occipitalis	407.4393997592	407.4393997592	407.4393997592	407.4393997592	407.4393997602	407.4393997472	407.4393997472	407.4393997472	407.4393997472	407.4393997482	407.4393997482	407.4393997492	407.4393997482	407.4393997522	407.4393997472	407.4393997452	407.4393997492	407.4393997492	407.4393997492	407.4393997482	407.4393997412	407.4393997392	407.4393997492	407.4393997492	407.4393997432	407.4393997432	407.4393997432	407.4393997432	407.4393997432	407.4393997432	407.4393997432	407.4393997432	407.4393997512	407.4393997502	407.4393997502	407.4393997502	407.4393997472	407.4393997492	407.4393997492	407.4393997613	407.4393997613	407.4393997613	407.4393997513	407.4393997513	407.4393997513	407.4393997513	407.4393997553	407.4393997553	407.4393997592	407.4393997392	407.4393997392	407.4393997492	407.4393997444	407.4393997444	407.4393997402	407.4393997402	407.4393997432	407.4393997432	407.4393997812	296.841399779	407.439399744	407.4393997425	407.4393997415	407.4393997415	407.4393997365	407.4393997465	407.4393997465	407.4393997465	407.439399744	407.4393997464	407.4393997464	407.4393997472	407.4393997472	407.439399747	407.439399747	407.439399747	407.439399747	407.4393997472	407.439399747	407.439399747	407.439399747	407.439399747	407.439399744	407.439399754	407.439399674	407.439399754	407.439399754	407.439399754	407.439399757	407.439399752	407.439399752	407.439399757	407.43939975	407.43939975	407.439399745	407.439399745	175.4608003429	175.4608003429	175.460800336	175.460800356	175.460800357	175.460800357	175.460800362	175.460800352	26.895256	0	218.19479963	232.970999455	232.970999455	372.076999435	372.076999435	426.384199792	426.384199789	426.384199789	426.384199787	426.384199797	426.384199793	426.384199793	426.384199796	426.384199786	426.384199796	426.384199796	426.384199796	426.384199806	426.384199806	426.384199796	426.384199796	426.384199796	426.384199786	426.384199792	426.384199802
Lerista_edwardsae	407.4393997292	407.4393997292	407.4393997292	407.4393997292	407.4393997302	407.4393997172	407.4393997172	407.4393997172	407.4393997172	407.4393997182	407.4393997182	407.4393997192	407.4393997182	407.4393997222	407.4393997172	407.4393997152	407.4393997192	407.4393997192	407.4393997192	407.4393997182	407.4393997112	407.4393997092	407.4393997192	407.4393997192	407.4393997132	407.4393997132	407.4393997132	407.4393997132	407.4393997132	407.4393997132	407.4393997132	407.4393997132	407.4393997212	407.4393997202	407.4393997202	407.4393997202	407.4393997172	407.4393997192	407.4393997192	407.4393997313	407.4393997313	407.4393997313	407.4393997213	407.4393997213	407.4393997213	407.4393997213	407.4393997253	407.4393997253	407.4393997292	407.4393997092	407.4393997092	407.4393997192	407.4393997144	407.4393997144	407.4393997102	407.4393997102	407.4393997132	407.4393997132	407.4393997512	296.841399749	407.439399714	407.4393997125	407.4393997115	407.4393997115	407.4393997065	407.4393997165	407.4393997165	407.4393997165	407.439399714	407.4393997164	407.4393997164	407.4393997172	407.4393997172	407.439399717	407.439399717	407.439399717	407.439399717	407.4393997172	407.439399717	407.439399717	407.439399717	407.439399717	407.439399714	407.439399724	407.439399644	407.439399724	407.439399724	407.439399724	407.439399727	407.439399722	407.439399722	407.439399727	407.43939972	407.43939972	407.439399715	407.439399715	218.1947996329	218.1947996329	218.194799626	218.194799646	218.194799647	218.194799647	218.194799652	218.194799642	218.19479963	218.19479963	0	232.970999425	232.970999425	372.076999405	372.076999405	426.384199762	426.384199759	426.384199759	426.384199757	426.384199767	426.384199763	426.384199763	426.384199766	426.384199756	426.384199766	426.384199766	426.384199766	426.384199776	426.384199776	426.384199766	426.384199766	426.384199766	426.384199756	426.384199762	426.384199772
Mesoscincus_schwartzei	407.4393997642	407.4393997642	407.4393997642	407.4393997642	407.4393997652	407.4393997522	407.4393997522	407.4393997522	407.4393997522	407.4393997532	407.4393997532	407.4393997542	407.4393997532	407.4393997572	407.4393997522	407.4393997502	407.4393997542	407.4393997542	407.4393997542	407.4393997532	407.4393997462	407.4393997442	407.4393997542	407.4393997542	407.4393997482	407.4393997482	407.4393997482	407.4393997482	407.4393997482	407.4393997482	407.4393997482	407.4393997482	407.4393997562	407.4393997552	407.4393997552	407.4393997552	407.4393997522	407.4393997542	407.4393997542	407.4393997663	407.4393997663	407.4393997663	407.4393997563	407.4393997563	407.4393997563	407.4393997563	407.4393997603	407.4393997603	407.4393997642	407.4393997442	407.4393997442	407.4393997542	407.4393997494	407.4393997494	407.4393997452	407.4393997452	407.4393997482	407.4393997482	407.4393997862	296.841399784	407.439399749	407.4393997475	407.4393997465	407.4393997465	407.4393997415	407.4393997515	407.4393997515	407.4393997515	407.439399749	407.4393997514	407.4393997514	407.4393997522	407.4393997522	407.439399752	407.439399752	407.439399752	407.439399752	407.4393997522	407.439399752	407.439399752	407.439399752	407.439399752	407.439399749	407.439399759	407.439399679	407.439399759	407.439399759	407.439399759	407.439399762	407.439399757	407.439399757	407.439399762	407.439399755	407.439399755	407.43939975	407.43939975	232.9709994579	232.9709994579	232.970999451	232.970999471	232.970999472	232.970999472	232.970999477	232.970999467	232.970999455	232.970999455	232.970999425	0	164.26685828	372.07699944	372.07699944	426.384199797	426.384199794	426.384199794	426.384199792	426.384199802	426.384199798	426.384199798	426.384199801	426.384199791	426.384199801	426.384199801	426.384199801	426.384199811	426.384199811	426.384199801	426.384199801	426.384199801	426.384199791	426.384199797	426.384199807
Plestiodon_gilberti	407.4393997642	407.4393997642	407.4393997642	407.4393997642	407.4393997652	407.4393997522	407.4393997522	407.4393997522	407.4393997522	407.4393997532	407.4393997532	407.4393997542	407.4393997532	407.4393997572	407.4393997522	407.4393997502	407.4393997542	407.4393997542	407.4393997542	407.4393997532	407.4393997462	407.4393997442	407.4393997542	407.4393997542	407.4393997482	407.4393997482	407.4393997482	407.4393997482	407.4393997482	407.4393997482	407.4393997482	407.4393997482	407.4393997562	407.4393997552	407.4393997552	407.4393997552	407.4393997522	407.4393997542	407.4393997542	407.4393997663	407.4393997663	407.4393997663	407.4393997563	407.4393997563	407.4393997563	407.4393997563	407.4393997603	407.4393997603	407.4393997642	407.4393997442	407.4393997442	407.4393997542	407.4393997494	407.4393997494	407.4393997452	407.4393997452	407.4393997482	407.4393997482	407.4393997862	296.841399784	407.439399749	407.4393997475	407.4393997465	407.4393997465	407.4393997415	407.4393997515	407.4393997515	407.4393997515	407.439399749	407.4393997514	407.4393997514	407.4393997522	407.4393997522	407.439399752	407.439399752	407.439399752	407.439399752	407.4393997522	407.439399752	407.439399752	407.439399752	407.439399752	407.439399749	407.439399759	407.439399679	407.439399759	407.439399759	407.439399759	407.439399762	407.439399757	407.439399757	407.439399762	407.439399755	407.439399755	407.43939975	407.43939975	232.9709994579	232.9709994579	232.970999451	232.970999471	232.970999472	232.970999472	232.970999477	232.970999467	232.970999455	232.970999455	232.970999425	164.26685828	0	372.07699944	372.07699944	426.384199797	426.384199794	426.384199794	426.384199792	426.384199802	426.384199798	426.384199798	426.384199801	426.384199791	426.384199801	426.384199801	426.384199801	426.384199811	426.384199811	426.384199801	426.384199801	426.384199801	426.384199791	426.384199797	426.384199807
Cordylus_rivae	407.4393997242	407.4393997242	407.4393997242	407.4393997242	407.4393997252	407.4393997122	407.4393997122	407.4393997122	407.4393997122	407.4393997132	407.4393997132	407.4393997142	407.4393997132	407.4393997172	407.4393997122	407.4393997102	407.4393997142	407.4393997142	407.4393997142	407.4393997132	407.4393997062	407.4393997042	407.4393997142	407.4393997142	407.4393997082	407.4393997082	407.4393997082	407.4393997082	407.4393997082	407.4393997082	407.4393997082	407.4393997082	407.4393997162	407.4393997152	407.4393997152	407.4393997152	407.4393997122	407.4393997142	407.4393997142	407.4393997263	407.4393997263	407.4393997263	407.4393997163	407.4393997163	407.4393997163	407.4393997163	407.4393997203	407.4393997203	407.4393997242	407.4393997042	407.4393997042	407.4393997142	407.4393997094	407.4393997094	407.4393997052	407.4393997052	407.4393997082	407.4393997082	407.4393997462	296.841399744	407.439399709	407.4393997075	407.4393997065	407.4393997065	407.4393997015	407.4393997115	407.4393997115	407.4393997115	407.439399709	407.4393997114	407.4393997114	407.4393997122	407.4393997122	407.439399712	407.439399712	407.439399712	407.439399712	407.4393997122	407.439399712	407.439399712	407.439399712	407.439399712	407.439399709	407.439399719	407.439399639	407.439399719	407.439399719	407.439399719	407.439399722	407.439399717	407.439399717	407.439399722	407.439399715	407.439399715	407.43939971	407.43939971	372.0769994379	372.0769994379	372.076999431	372.076999451	372.076999452	372.076999452	372.076999457	372.076999447	372.076999435	372.076999435	372.076999405	372.07699944	372.07699944	0	65.719744	426.384199757	426.384199754	426.384199754	426.384199752	426.384199762	426.384199758	426.384199758	426.384199761	426.384199751	426.384199761	426.384199761	426.384199761	426.384199771	426.384199771	426.384199761	426.384199761	426.384199761	426.384199751	426.384199757	426.384199767
Hemicordylus_capensis	407.4393997242	407.4393997242	407.4393997242	407.4393997242	407.4393997252	407.4393997122	407.4393997122	407.4393997122	407.4393997122	407.4393997132	407.4393997132	407.4393997142	407.4393997132	407.4393997172	407.4393997122	407.4393997102	407.4393997142	407.4393997142	407.4393997142	407.4393997132	407.4393997062	407.4393997042	407.4393997142	407.4393997142	407.4393997082	407.4393997082	407.4393997082	407.4393997082	407.4393997082	407.4393997082	407.4393997082	407.4393997082	407.4393997162	407.4393997152	407.4393997152	407.4393997152	407.4393997122	407.4393997142	407.4393997142	407.4393997263	407.4393997263	407.4393997263	407.4393997163	407.4393997163	407.4393997163	407.4393997163	407.4393997203	407.4393997203	407.4393997242	407.4393997042	407.4393997042	407.4393997142	407.4393997094	407.4393997094	407.4393997052	407.4393997052	407.4393997082	407.4393997082	407.4393997462	296.841399744	407.439399709	407.4393997075	407.4393997065	407.4393997065	407.4393997015	407.4393997115	407.4393997115	407.4393997115	407.439399709	407.4393997114	407.4393997114	407.4393997122	407.4393997122	407.439399712	407.439399712	407.439399712	407.439399712	407.4393997122	407.439399712	407.439399712	407.439399712	407.439399712	407.439399709	407.439399719	407.439399639	407.439399719	407.439399719	407.439399719	407.439399722	407.439399717	407.439399717	407.439399722	407.439399715	407.439399715	407.43939971	407.43939971	372.0769994379	372.0769994379	372.076999431	372.076999451	372.076999452	372.076999452	372.076999457	372.076999447	372.076999435	372.076999435	372.076999405	372.07699944	372.07699944	65.719744	0	426.384199757	426.384199754	426.384199754	426.384199752	426.384199762	426.384199758	426.384199758	426.384199761	426.384199751	426.384199761	426.384199761	426.384199761	426.384199771	426.384199771	426.384199761	426.384199761	426.384199761	426.384199751	426.384199757	426.384199767
Paroedura_picta	426.3841998212	426.3841998212	426.3841998212	426.3841998212	426.3841998222	426.3841998092	426.3841998092	426.3841998092	426.3841998092	426.3841998102	426.3841998102	426.3841998112	426.3841998102	426.3841998142	426.3841998092	426.3841998072	426.3841998112	426.3841998112	426.3841998112	426.3841998102	426.3841998032	426.3841998012	426.3841998112	426.3841998112	426.3841998052	426.3841998052	426.3841998052	426.3841998052	426.3841998052	426.3841998052	426.3841998052	426.3841998052	426.3841998132	426.3841998122	426.3841998122	426.3841998122	426.3841998092	426.3841998112	426.3841998112	426.3841998233	426.3841998233	426.3841998233	426.3841998133	426.3841998133	426.3841998133	426.3841998133	426.3841998173	426.3841998173	426.3841998212	426.3841998012	426.3841998012	426.3841998112	426.3841998064	426.3841998064	426.3841998022	426.3841998022	426.3841998052	426.3841998052	426.3841998432	315.786199841	426.384199806	426.3841998045	426.3841998035	426.3841998035	426.3841997985	426.3841998085	426.3841998085	426.3841998085	426.384199806	426.3841998084	426.3841998084	426.3841998092	426.3841998092	426.384199809	426.384199809	426.384199809	426.384199809	426.3841998092	426.384199809	426.384199809	426.384199809	426.384199809	426.384199806	426.384199816	426.384199736	426.384199816	426.384199816	426.384199816	426.384199819	426.384199814	426.384199814	426.384199819	426.384199812	426.384199812	426.384199807	426.384199807	426.3841997949	426.3841997949	426.384199788	426.384199808	426.384199809	426.384199809	426.384199814	426.384199804	426.384199792	426.384199792	426.384199762	426.384199797	426.384199797	426.384199757	426.384199757	0	135.933837937	135.933837937	135.933837935	135.933837945	136.526520033	136.526520033	136.526520036	136.526520026	157.310200116	157.310200116	157.310200116	187.125000166	187.125000166	187.125000156	187.125000156	187.125000156	216.794200006	230.46620002	230.46620003
Gekko_japonicus	426.3841998182	426.3841998182	426.3841998182	426.3841998182	426.3841998192	426.3841998062	426.3841998062	426.3841998062	426.3841998062	426.3841998072	426.3841998072	426.3841998082	426.3841998072	426.3841998112	426.3841998062	426.3841998042	426.3841998082	426.3841998082	426.3841998082	426.3841998072	426.3841998002	426.3841997982	426.3841998082	426.3841998082	426.3841998022	426.3841998022	426.3841998022	426.3841998022	426.3841998022	426.3841998022	426.3841998022	426.3841998022	426.3841998102	426.3841998092	426.3841998092	426.3841998092	426.3841998062	426.3841998082	426.3841998082	426.3841998203	426.3841998203	426.3841998203	426.3841998103	426.3841998103	426.3841998103	426.3841998103	426.3841998143	426.3841998143	426.3841998182	426.3841997982	426.3841997982	426.3841998082	426.3841998034	426.3841998034	426.3841997992	426.3841997992	426.3841998022	426.3841998022	426.3841998402	315.786199838	426.384199803	426.3841998015	426.3841998005	426.3841998005	426.3841997955	426.3841998055	426.3841998055	426.3841998055	426.384199803	426.3841998054	426.3841998054	426.3841998062	426.3841998062	426.384199806	426.384199806	426.384199806	426.384199806	426.3841998062	426.384199806	426.384199806	426.384199806	426.384199806	426.384199803	426.384199813	426.384199733	426.384199813	426.384199813	426.384199813	426.384199816	426.384199811	426.384199811	426.384199816	426.384199809	426.384199809	426.384199804	426.384199804	426.3841997919	426.3841997919	426.384199785	426.384199805	426.384199806	426.384199806	426.384199811	426.384199801	426.384199789	426.384199789	426.384199759	426.384199794	426.384199794	426.384199754	426.384199754	135.933837937	0	77.39970308	95.658963502	129.773811792	136.52652003	136.52652003	136.526520033	136.526520023	157.310200113	157.310200113	157.310200113	187.125000163	187.125000163	187.125000153	187.125000153	187.125000153	216.794200003	230.466200017	230.466200027
